1.000000 	 0 0
1.040000 	 0 0
1.080000 	 0 0
1.120000 	 0 0
1.160000 	 0 0
1.200000 	 0 0
1.240000 	 0 0
1.280000 	 0 0
1.320000 	 0 0
1.360000 	 0 0
1.400000 	 0 0
1.440000 	 0 0
1.480000 	 0 0
1.520000 	 0 0
1.560000 	 0 0
1.600000 	 0 0
1.640000 	 0 0
1.680000 	 0 0
1.720000 	 1 0
1.760000 	 1 0
1.800000 	 2 0
1.840000 	 2 0
1.880000 	 3 0
1.920000 	 5 0
1.960000 	 7 0
2.000000 	 7 0
2.040000 	 17 0
2.080000 	 27 0
2.120000 	 44 0
2.160000 	 58 0
2.200000 	 67 0
2.240000 	 88 0
2.280000 	 96 0
2.320000 	 117 0
2.360000 	 86 0
2.400000 	 106 0
2.440000 	 96 0
2.480000 	 72 0
2.520000 	 37 0
2.560000 	 31 0
2.600000 	 11 0
2.640000 	 10 0
2.680000 	 3 0
2.720000 	 2 0
2.760000 	 3 0
2.800000 	 0 0
2.840000 	 0 0
2.880000 	 0 0
2.920000 	 0 0
2.960000 	 0 0
3.000000 	 0 0
3.040000 	 0 0
3.080000 	 0 0
3.120000 	 0 0
3.160000 	 0 0
3.200000 	 0 0
3.240000 	 0 0
3.280000 	 0 0
3.320000 	 0 4
3.360000 	 0 5
3.400000 	 0 12
3.440000 	 0 21
3.480000 	 0 43
3.520000 	 0 87
3.560000 	 0 92
3.600000 	 0 103
3.640000 	 0 93
3.680000 	 0 121
3.720000 	 0 88
3.760000 	 0 90
3.800000 	 0 53
3.840000 	 0 57
3.880000 	 0 40
3.920000 	 0 26
3.960000 	 0 19
4.000000 	 0 8
4.040000 	 0 14
4.080000 	 0 11
4.120000 	 0 5
4.160000 	 0 2
4.200000 	 0 0
4.240000 	 0 2
4.280000 	 0 2
4.320000 	 0 0
4.360000 	 0 0
4.400000 	 0 0
4.440000 	 0 1
4.480000 	 0 0
4.520000 	 0 0
4.560000 	 0 0
4.600000 	 0 0
4.640000 	 0 0
4.680000 	 0 0
4.720000 	 0 0
4.760000 	 0 0
4.800000 	 0 0
4.840000 	 0 0
4.880000 	 0 0
4.920000 	 0 0
4.960000 	 0 0
