2.500000 	 0 0
2.540000 	 0 0
2.580000 	 0 0
2.620000 	 0 0
2.660000 	 0 0
2.700000 	 0 0
2.740000 	 0 0
2.780000 	 0 0
2.820000 	 0 0
2.860000 	 0 0
2.900000 	 0 0
2.940000 	 0 0
2.980000 	 0 0
3.020000 	 0 0
3.060000 	 0 0
3.100000 	 0 0
3.140000 	 0 0
3.180000 	 0 0
3.220000 	 0 0
3.260000 	 0 0
3.300000 	 0 0
3.340000 	 0 0
3.380000 	 0 0
3.420000 	 0 0
3.460000 	 0 0
3.500000 	 0 0
3.540000 	 0 0
3.580000 	 0 0
3.620000 	 0 0
3.660000 	 0 0
3.700000 	 0 0
3.740000 	 0 0
3.780000 	 0 0
3.820000 	 0 0
3.860000 	 0 0
3.900000 	 0 0
3.940000 	 0 0
3.980000 	 0 0
4.020000 	 0 0
4.060000 	 0 0
4.100000 	 0 0
4.140000 	 0 0
4.180000 	 0 0
4.220000 	 0 0
4.260000 	 0 0
4.300000 	 0 0
4.340000 	 0 0
4.380000 	 0 0
4.420000 	 0 0
4.460000 	 0 0
4.500000 	 0 0
4.540000 	 0 0
4.580000 	 0 0
4.620000 	 0 0
4.660000 	 0 0
4.700000 	 0 0
4.740000 	 0 0
4.780000 	 0 0
4.820000 	 0 0
4.860000 	 0 0
4.900000 	 0 0
4.940000 	 0 0
4.980000 	 0 0
5.020000 	 0 0
5.060000 	 0 0
5.100000 	 6 0
5.140000 	 6 0
5.180000 	 7 0
5.220000 	 15 0
5.260000 	 26 0
5.300000 	 34 0
5.340000 	 39 0
5.380000 	 57 6
5.420000 	 99 12
5.460000 	 97 19
5.500000 	 83 28
5.540000 	 168 70
5.580000 	 86 64
5.620000 	 88 79
5.660000 	 57 83
5.700000 	 75 177
5.740000 	 18 96
5.780000 	 15 78
5.820000 	 14 79
5.860000 	 8 89
5.900000 	 0 42
5.940000 	 0 32
5.980000 	 1 25
6.020000 	 0 6
6.060000 	 1 6
6.100000 	 0 5
6.140000 	 0 2
6.180000 	 0 2
6.220000 	 0 0
6.260000 	 0 0
6.300000 	 0 0
6.340000 	 0 0
6.380000 	 0 0
6.420000 	 0 0
6.460000 	 0 0
